r (A),g(r)_weighted_U-F,g(r)_unweighted_U-F,g(r)_weighted_U-U,g(r)_unweighted_U-U,g(r)_weighted_F-F,g(r)_unweighted_F-F,S_i_U-F,Average_SCL,lambda_BC
0.19864171207207207,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.20857379767567566,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.21850588327927928,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.22843796888288287,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.23837005448648646,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.24830214009009008,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.2582342256936937,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.2681663112972973,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.2780983969009009,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.28803048250450447,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.2979625681081081,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.3078946537117117,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.3178267393153153,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.3277588249189189,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.3376909105225225,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.3476229961261261,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.3575550817297297,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.3674871673333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.3774192529369369,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.38735133854054055,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.39728342414414414,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.40721550974774773,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.4171475953513513,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.4270796809549549,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.43701176655855856,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.44694385216216215,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.45687593776576574,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.46680802336936933,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.4767401089729729,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.48667219457657657,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.49660428018018016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.5065363657837838,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.5164684513873874,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.526400536990991,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.5363326225945946,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.5462647081981982,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.5561967938018018,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.5661288794054053,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.5760609650090089,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.5859930506126125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.5959251362162162,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.6058572218198198,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.6157893074234234,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.625721393027027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.6356534786306306,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.6455855642342342,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.6555176498378378,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.6654497354414414,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.675381821045045,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.6853139066486487,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.6952459922522523,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.7051780778558558,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.7151101634594594,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.725042249063063,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.7349743346666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.7449064202702702,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.7548385058738738,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.7647705914774774,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.7747026770810811,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.7846347626846847,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.7945668482882883,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.8044989338918919,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.8144310194954955,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.824363105099099,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.8342951907027026,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.8442272763063062,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.8541593619099098,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.8640914475135135,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.8740235331171171,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.8839556187207207,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.8938877043243243,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.9038197899279279,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.9137518755315315,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.9236839611351351,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.9336160467387387,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.9435481323423422,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.9534802179459458,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.9634123035495495,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.9733443891531531,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.9832764747567567,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
0.9932085603603603,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.003140645963964,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.0130727315675676,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.0230048171711712,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.0329369027747748,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.0428689883783784,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.052801073981982,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.0627331595855856,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.0726652451891892,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.0825973307927927,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.0925294163963963,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.102461502,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.1123935876036035,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.122325673207207,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.1322577588108107,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.1421898444144143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.1521219300180179,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.1620540156216215,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.171986101225225,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.1819181868288289,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.1918502724324325,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.201782358036036,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.2117144436396396,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.2216465292432432,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.2315786148468468,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.2415107004504504,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.251442786054054,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.2613748716576576,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.2713069572612612,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.2812390428648648,1.6914285714285713e-16,8.88e-16,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.2911711284684684,1.6914285714285713e-16,8.88e-16,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.301103214072072,1.6914285714285713e-16,8.88e-16,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.3110352996756756,1.6914285714285713e-16,8.88e-16,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.3209673852792791,1.6914285714285713e-16,8.88e-16,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.3308994708828827,1.6914285714285713e-16,8.88e-16,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.3408315564864863,1.6914285714285713e-16,8.88e-16,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.35076364209009,1.6914285714285713e-16,8.88e-16,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.3606957276936935,1.6914285714285713e-16,8.88e-16,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.3706278132972973,1.6914285714285713e-16,8.88e-16,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.380559898900901,1.6914285714285713e-16,8.88e-16,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.3904919845045045,1.6914285714285713e-16,8.88e-16,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.400424070108108,1.6914285714285713e-16,8.88e-16,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.4103561557117117,1.6914285714285713e-16,8.88e-16,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.4202882413153153,1.6914285714285713e-16,8.88e-16,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.4302203269189189,1.6914285714285713e-16,8.88e-16,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.4401524125225225,1.6914285714285713e-16,8.88e-16,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.450084498126126,1.6914285714285713e-16,8.88e-16,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.4600165837297296,1.6914285714285713e-16,8.88e-16,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.4699486693333332,1.6914285714285713e-16,8.88e-16,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.4798807549369368,1.6914285714285713e-16,8.88e-16,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.4898128405405404,1.6914285714285713e-16,8.88e-16,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.499744926144144,1.6914285714285713e-16,8.88e-16,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.5096770117477476,1.6914285714285713e-16,8.88e-16,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.5196090973513512,1.6914285714285713e-16,8.88e-16,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.5295411829549548,1.6914285714285713e-16,8.88e-16,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.5394732685585584,1.6914285714285713e-16,8.88e-16,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.5494053541621622,1.6914285714285713e-16,8.88e-16,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.5593374397657658,1.6914285714285713e-16,8.88e-16,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.5692695253693694,1.6914285714285713e-16,8.88e-16,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.579201610972973,1.6914285714285713e-16,8.88e-16,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.5891336965765765,1.6914285714285713e-16,8.88e-16,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.5990657821801801,1.6914285714285713e-16,8.88e-16,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.6089978677837837,1.6914285714285713e-16,8.88e-16,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.6189299533873873,1.6914285714285713e-16,8.88e-16,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.628862038990991,0.0002979741491968109,0.0015643642832832573,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.6387941245945945,0.0007775765768129755,0.004082277028268122,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.648726210198198,0.0012571790044291404,0.006600189773252987,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.6586582958018017,0.0017367814320453049,0.009118102518237851,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.6685903814054053,0.0022163838596614693,0.011636015263222716,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.6785224670090089,0.0026959862872776344,0.014153928008207582,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.6884545526126125,0.003175588714893799,0.016671840753192446,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.698386638216216,0.0036551911425099634,0.01918975349817731,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.7083187238198196,0.004134793570126128,0.021707666243162175,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.7182508094234232,0.004614395997742294,0.02422557898814704,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.728182895027027,0.005093998425358468,0.02674349173313196,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.7381149806306306,0.005573600852974633,0.029261404478116825,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.7480470662342342,0.006053203280590798,0.03177931722310169,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.7579791518378378,0.006532805708206962,0.034297229968086554,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.7679112374414414,0.0070124081358231265,0.036815142713071417,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.777843323045045,0.007492010563439292,0.039333055458056286,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.7877754086486486,0.007971612991055456,0.04185096820304115,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.7977074942522522,0.008451215418671621,0.04436888094802601,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.8076395798558558,0.008930817846287787,0.04688679369301088,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.8175716654594594,0.00941042027390395,0.04940470643799574,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.827503751063063,0.009890022701520115,0.051922619182980606,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.8374358366666665,0.01036962512913628,0.054440531927965476,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.8473679222702701,0.010849227556752444,0.05695844467295034,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.8573000078738737,0.01132882998436861,0.0594763574179352,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.8672320934774773,0.013416594396713732,0.07043712058274709,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.877164179081081,0.02129328482156606,0.11178974531322182,0.0,0.0,0.0,0.0,1.0,4.19446,0
1.8870962646846845,0.029169975246418386,0.15314237004369655,0.0,0.0,0.004267184217565837,0.005600679285555161,1.0,4.19446,0
1.897028350288288,0.03704666567127072,0.1944949947741713,0.0,0.0,0.004872292748036614,0.006394884231798056,1.0,4.19446,0
1.9069604358918917,0.04492335609612305,0.23584761950464603,0.0,0.0,0.0054774012785073906,0.007189089178040951,1.0,4.19446,0
1.9168925214954955,0.05280004652097556,0.2772002442351217,0.0,0.0,0.006082509808978182,0.007983294124283865,1.0,4.19446,0
1.926824607099099,0.06589015353330181,0.34592330604983457,0.0,0.0,0.006687618339448959,0.00877749907052676,1.0,4.19446,0
1.9367566927027027,0.08524812575640017,0.44755266022110096,0.0,0.0,0.007292726869919737,0.009571704016769655,1.0,4.19446,0
1.9466887783063063,0.10460609797949853,0.5491820143923674,0.0,0.0,0.007897835400390513,0.01036590896301255,1.0,4.19446,0
1.9566208639099099,0.131422627329825,0.6899687934815812,0.0,0.0,0.00850294393086129,0.011160113909255445,1.0,4.19446,0
1.9665529495135134,0.16961587128956923,0.8904833242702386,0.0,0.0,0.009108052461332068,0.01195431885549834,1.0,4.19446,0
1.976485035117117,0.2013495947770885,1.0570853725797147,0.0,0.0,0.009713160991802845,0.012748523801741235,1.0,4.19446,0
1.9864171207207206,0.24262316081044163,1.2737715942548187,0.0,0.0,0.010318269522273623,0.013542728747984132,1.0,4.19446,0
1.9963492063243242,0.28433514799896914,1.4927595269945881,0.0,0.0,0.0109233780527444,0.014336933694227026,1.0,4.19446,0
2.006281291927928,0.322797310708245,1.6946858812182866,0.0,0.0,0.01336024442031591,0.017535320801664634,1.0,4.19446,0
2.0162133775315314,0.36758483020205823,1.9298203585608058,0.0,0.0,0.019082278047452068,0.02504548993728084,1.0,4.19446,0
2.026145463135135,0.44008311781879433,2.3104363685486704,0.0,0.0,0.02480431167458848,0.03255565907289738,1.0,4.19446,0
2.0360775487387386,0.48129315928495414,2.5267890862460094,0.0,0.0,0.030526345301724635,0.040065828208513586,1.0,4.19446,0
2.0460096343423424,0.5341762371478612,2.8044252450262714,0.0,0.0,0.03624837892886105,0.04757599734413013,1.0,4.19446,0
2.0559417199459458,0.5925427419501644,3.1108493952383633,0.0,0.0,0.041970412555997205,0.05508616647974633,1.0,4.19446,0
2.0658738055495496,0.6524100668257222,3.4251528508350417,0.0,0.0,0.04769244618313362,0.06259633561536287,1.0,4.19446,0
2.075805891153153,0.7090553770288874,3.7225407294016595,0.0,0.0,0.053414479810269776,0.07010650475097908,1.0,4.19446,0
2.0857379767567568,0.760844709004436,3.994434722273289,0.0,0.0,0.05913651343740619,0.07761667388659563,1.0,4.19446,0
2.09567006236036,0.8114528999489167,4.260127724731813,0.0,0.0,0.0652646192489368,0.08565981276422954,1.0,4.19446,0
2.105602147963964,0.8678483618970446,4.556203899959485,0.0,0.0,0.07972208559034061,0.10463523733732205,1.0,4.19446,0
2.1155342335675673,0.9255938376077523,4.8593676474407,0.0,0.0,0.09417955193174378,0.12361066191041371,1.0,4.19446,0
2.125466319171171,0.9701241103042544,5.093151579097336,0.0,0.0,0.10863701827314758,0.1425860864835062,1.0,4.19446,0
2.1353984047747745,1.0088304726330564,5.296359981323547,0.0,0.0,0.12309448461455076,0.16156151105659788,1.0,4.19446,0
2.1453304903783783,1.036673970023585,5.442538342623822,0.0,0.0,0.13755195095595454,0.18053693562969036,1.0,4.19446,0
2.1552625759819817,1.0559142676687565,5.543549905260972,0.0,0.0,0.15200941729735773,0.19951236020278204,1.0,4.19446,0
2.1651946615855855,1.0751545653139287,5.644561467898126,0.0,0.0,0.16888098032569165,0.2216562866774703,1.0,4.19446,0
2.175126747189189,1.0943948629591,5.745573030535276,0.0,0.0,0.18751908176025314,0.24611879481033228,1.0,4.19446,0
2.1850588327927927,1.1032095804393631,5.791850297306657,0.0,0.0,0.20615718319481546,0.2705813029431953,0.9020013323083949,4.19446,0
2.1949909183963965,1.094807782388557,5.747740857539924,0.0,0.0,0.22479528462937778,0.29504381107605837,0.9020013323083949,4.19446,0
2.204923004,1.0864059843377512,5.7036314177731935,0.0,0.0,0.2434333860639393,0.31950631920892036,0.9020013323083949,4.19446,0
2.2148550896036037,1.0780041862869447,5.6595219780064605,0.0,0.0,0.263909244363314,0.3463808832268496,0.9020013323083949,4.19446,0
2.224787175207207,1.069602388236139,5.61541253823973,0.0,0.0,0.29641674245855787,0.3890469744768572,0.9020013323083949,4.19446,0
2.234719260810811,1.056604289906921,5.547172522011336,0.0,0.0,0.32892424055380315,0.4317130657268667,0.9020013323083949,4.19446,0
2.244651346414414,1.0381250393596366,5.4501564566380925,0.0,0.0,0.3615977119844083,0.47459699697953595,0.9020013323083949,4.19446,0
2.254583432018018,1.0196457888123514,5.353140391264844,0.0,0.0,0.3945875142561377,0.5178961124611807,0.9020013323083949,4.19446,0
2.2645155176216214,0.9908224474172371,5.201817848940495,0.0,0.0,0.42757731652786557,0.5611952279428236,0.9020013323083949,4.19446,0
2.274447603225225,0.9535106101014312,5.005930703032514,0.0,0.0,0.4678285121913565,0.6140249222511555,0.9020013323083949,4.19446,0
2.2843796888288286,0.9147315819829678,4.802340805410581,0.0,0.0,0.518807470879211,0.6809348055289645,0.9020013323083949,4.19446,0
2.2943117744324324,0.8760066202434872,4.599034756278308,0.0,0.0,0.5677049100323847,0.7451126944175049,0.9020013323083949,4.19446,0
2.3042438600360358,0.8382820051166792,4.400980526862566,0.0,0.0,0.6139887745884894,0.8058602666473924,0.9020013323083949,4.19446,0
2.3141759456396396,0.8005573899898694,4.2029262974468145,0.0,0.0,0.6600872492249249,0.866364514607714,0.9020013323083949,4.19446,0
2.324108031243243,0.7647160382187458,4.014759200648416,0.0,0.0,0.7024286288857716,0.9219375754125753,0.9020013323083949,4.19446,0
2.3340401168468468,0.7296860385101893,3.830851702178494,0.0,0.0,0.7447700085466202,0.977510636217439,0.9020013323083949,4.19446,0
2.34397220245045,0.694412454619199,3.6456653867507947,0.0,0.0,0.7778001382397248,1.0208626814396389,0.9020013323083949,4.19446,0
2.353904288054054,0.658679513312099,3.4580674448885196,0.0,0.0,0.8014672737148918,1.0519257967507956,0.9020013323083949,4.19446,0
2.3638363736576578,0.6229465720049988,3.270469503026244,0.0,0.0,0.825134409190059,1.0829889120619525,0.9020013323083949,4.19446,0
2.373768459261261,0.5901254058574397,3.0981583807515585,0.0,0.0,0.848801544665225,1.1140520273731078,0.9020013323083949,4.19446,0
2.383700544864865,0.5573213927072119,2.925937311712863,0.0,0.0,0.9060143450799426,1.1891438279174247,0.9020013323083949,4.19446,0
2.3936326304684683,0.5250436921507567,2.756479383791473,0.0,0.0,0.9675628329124694,1.269926218197616,0.9020013323083949,4.19446,0
2.403564716072072,0.49305977938394124,2.5885638417656915,0.0,0.0,1.0170287177639972,1.3348501920652462,0.9020013323083949,4.19446,0
2.4134968016756755,0.4636695188410989,2.4342649739157696,0.0,0.0,1.0664946026155229,1.3997741659328737,0.9020013323083949,4.19446,0
2.4234288872792793,0.4406481320016382,2.3134026930086007,0.0,0.0,1.1032921329635903,1.4480709245147123,0.9020013323083949,4.19446,0
2.4333609728828827,0.41762674516217857,2.1925404121014376,0.0,0.0,1.1391563738126163,1.495142740629059,0.9020013323083949,4.19446,0
2.4432930584864865,0.3946053583227178,2.0716781311942687,0.0,0.0,1.1756827521779802,1.5430836122335991,0.9020013323083949,4.19446,0
2.45322514409009,0.37352267414700047,1.9609940392717526,0.0,0.0,1.2217323369063011,1.6035236921895204,0.9020013323083949,4.19446,0
2.4631572296936937,0.3530494555306917,1.8535096415361316,0.0,0.0,1.267781921634624,1.663963772145444,0.9020013323083949,4.19446,0
2.473089315297297,0.33257623691438387,1.7460252438005155,0.0,0.0,1.3007718123153005,1.7072630036638319,0.9020013323083949,4.19446,0
2.483021400900901,0.3121030182980752,1.6385408460648947,0.0,0.0,1.3284953795950083,1.7436501857184485,0.9020013323083949,4.19446,0
2.492953486504504,0.29162979968176733,1.5310564483292786,0.0,0.0,1.3562189468747152,1.7800373677730639,0.9020013323083949,4.19446,0
2.502885572108108,0.2711565810654586,1.4235720505936575,0.0,0.0,1.38213351604716,1.8140502398118976,0.9020013323083949,4.19446,0
2.5128176577117114,0.25068336244915074,1.3160876528580414,0.0,0.0,1.400029042507654,1.837538118291296,0.9020013323083949,4.19446,0
2.522749743315315,0.237159076032886,1.2450851491726516,0.0,0.0,1.4179245689681488,1.8610259967706955,0.9020013323083949,4.19446,0
2.5326818289189186,0.22656085659039693,1.1894444970995839,0.0,0.0,1.441146020356471,1.8915041517178683,0.9020013323083949,4.19446,0
2.5426139145225224,0.21596263714790737,1.1338038450265138,0.0,0.0,1.467319569691152,1.9258569352196373,0.9020013323083949,4.19446,0
2.552546000126126,0.20536441770541783,1.0781631929534436,0.0,0.0,1.4821072749037403,1.9452657983111592,0.9020013323083949,4.19446,0
2.5624780857297296,0.19476619826292874,1.022522540880376,0.0,0.0,1.4854903995644126,1.9497061494282917,0.9020013323083949,4.19446,0
2.5724101713333334,0.1841679788204392,0.9668818888073059,0.0,0.0,1.4888735242250852,1.9541465005454246,0.9020013323083949,4.19446,0
2.5823422569369368,0.17356975937795013,0.9112412367342382,0.0,0.0,1.4922566488857578,1.9585868516625573,0.9020013323083949,4.19446,0
2.5922743425405406,0.16317606992014416,0.856674367080757,0.0,0.0,1.4956397735464304,1.96302720277969,0.9020013323083949,4.19446,0
2.602206428144144,0.15607634428341738,0.8194008074879413,0.0,0.0,1.499022898207103,1.9674675538968227,0.9020013323083949,4.19446,0
